2021-12-01 10:27:57,725 [main] INFO  edu.csf.oop.java.supermarket.Game - Application started
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2443 to 2480
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 1 to 0
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 166 money
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 42 money
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 164 money
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 238 money
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 246 money
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 130 money
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 28 money
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,218 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 87 money
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 88 money
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 89 money
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 21 money
2021-12-01 10:28:00,219 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,220 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 45 money
2021-12-01 10:28:00,220 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,220 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,220 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,220 [main] INFO  e.c.o.j.s.services.GameServices - Waited from 8 hours 0 minutes to 16 hours 0 minutes
2021-12-01 10:28:00,224 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 0 to 20
2021-12-01 10:28:00,224 [main] INFO  e.c.o.j.s.services.GameServices - Moved to the shopping room 20 units of the product on position 0
2021-12-01 10:28:00,228 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 20 to 40
2021-12-01 10:28:00,228 [main] INFO  e.c.o.j.s.services.GameServices - Moved to the shopping room 20 units of the product on position 1
2021-12-01 10:28:00,232 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 40 to 60
2021-12-01 10:28:00,232 [main] INFO  e.c.o.j.s.services.GameServices - Moved to the shopping room 20 units of the product on position 2
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 60 to 80
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.services.GameServices - Moved to the shopping room 20 units of the product on position 3
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 108 money
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 3, price - 12
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2480 to 2516
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 80 to 77
2021-12-01 10:28:00,236 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 199 money
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 3, price - 37
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2516 to 2677
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 77 to 74
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 74 to 73
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 221 money
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 2, price - 25
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 4, price - 37
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2677 to 2875
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 73 to 71
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 71 to 67
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 210 money
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 4, price - 37
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 4, price - 12
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2875 to 3071
2021-12-01 10:28:00,237 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 67 to 63
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 63 to 59
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 164 money
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 1, price - 12
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3071 to 3120
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 59 to 58
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 58 to 57
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 285 money
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 4, price - 25
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 3, price - 37
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3120 to 3331
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 57 to 53
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 53 to 50
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 131 money
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 2, price - 25
2021-12-01 10:28:00,238 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 3, price - 12
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3331 to 3417
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 50 to 47
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 47 to 45
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 79 money
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 1, price - 12
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3417 to 3491
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 45 to 44
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 44 to 43
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 43 to 42
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 216 money
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 3, price - 12
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 4, price - 37
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3491 to 3675
2021-12-01 10:28:00,239 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 42 to 39
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 39 to 35
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 22 money
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 1, price - 12
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3675 to 3687
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 35 to 34
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 179 money
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3687 to 3712
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 34 to 33
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 207 money
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 4, price - 12
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3712 to 3760
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 33 to 29
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 166 money
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 3, price - 25
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,240 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3760 to 3885
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 29 to 26
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 26 to 25
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 59 money
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 141 money
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 4, price - 25
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3885 to 3985
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 25 to 21
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 95 money
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 3985 to 4060
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 21 to 20
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 20 to 19
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 75 money
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 244 money
2021-12-01 10:28:00,241 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 3, price - 50
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4060 to 4210
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 19 to 16
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 16 money
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 173 money
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4210 to 4235
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 16 to 15
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 251 money
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 297 money
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 212 money
2021-12-01 10:28:00,242 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 3, price - 50
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4235 to 4385
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 15 to 12
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 273 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4385 to 4410
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 12 to 11
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 111 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 183 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 2, price - 50
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4410 to 4510
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 11 to 9
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 61 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 200 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 99 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 224 money
2021-12-01 10:28:00,243 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 6 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 198 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 253 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 4, price - 50
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4510 to 4710
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 9 to 5
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 174 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4710 to 4760
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 5 to 4
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 197 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 36 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 216 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 235 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 212 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 187 money
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 3, price - 50
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4760 to 4910
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 4 to 1
2021-12-01 10:28:00,244 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 103 money
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4910 to 4960
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 1 to 0
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 65 money
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.services.GameServices - Waited from 16 hours 0 minutes to 23 hours 0 minutes
2021-12-01 10:28:00,245 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 4960 to 4160
2021-12-01 10:28:00,245 [main] INFO  e.c.oop.java.supermarket.time.Time - The next day
